Company,Current_Rater,Instruments,Rating,Latest_Rating_Date,Days_Since_Latest,Urgency,Is_INC,INC_Agencies,Amount_Cr,Data_Source,Sector,Also_in_Infomerics,Also_in_D365,INC_Status,Why_Target,ACER_Pitch
Narsimha Iron and Steel Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-10-17,249.0,HOT,True,Infomerics,Rs. 14.91 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 249.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Shantdeep Metals Pvt. Ltd.,CRISIL,Long term Loans | Term loans,D,2025-10-20,246.0,HOT,True,,1.00 | 10.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 246.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Akash Steel Crafts Pvt. Ltd.,BRICKWORK,Non-government debt,A 4,2025-10-24,242.0,HOT,True,,5.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK has been INC for 242.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Bhupendra Steels Pvt. Ltd.,CRISIL,Letter Of credit | Term loans,A 4,2025-10-24,242.0,HOT,True,,15.00 | 9.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 242.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Hi Tech Ferrous & Non Ferrous India Pvt. Ltd.,ACUITE,Long term Loans | Term loans,D,2025-10-24,242.0,HOT,True,,9.26 | 2.11,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE has been INC for 242.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Metalore Overseas Pvt. Ltd.,CRISIL,Letter Of credit | Long term Loans,D,2025-10-24,242.0,HOT,True,,0.25 | 22.25,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 242.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Shri Shyam Iron & Power Pvt. Ltd.,BRICKWORK,Term loans,C,2025-10-24,242.0,HOT,True,,0.40,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK has been INC for 242.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Shah Steel Impex Pvt. Ltd.,CRISIL,Fund based financial facility/instrument | Letter Of credit,D,2025-10-27,239.0,HOT,True,,50.00 | 59.50,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 239.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Nandan Saha Steel Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-10-29,237.0,HOT,True,,16.20,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ICRA has been INC for 237.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Honest Alloys Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2025-10-29,237.0,HOT,True,Infomerics,Rs. 17.50 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 237.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Sohn Steel Pvt. Ltd.,CARE,Fund based financial facility/instrument | Non-government debt | Term loans,B-,2025-10-30,236.0,HOT,True,,10.20 | 7.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 236.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Tentiwala Metal Products Ltd.,CRISIL,Bank Guarantee | Term loans,D,2025-10-30,236.0,HOT,True,,4.00 | 8.15,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 236.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Gajlaxmi Steel Pvt. Ltd.,BRICKWORK | CARE,Bank Guarantee,A 4,2025-12-26,235.0,HOT,True,,1.75,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CARE has been INC for 235.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
RP Multimetals Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB- (INC) (Downgraded),2025-11-03,232.0,HOT,True,Infomerics,Rs. 56.47 Cr. | Rs. 50.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 232.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
R S P Metaliks Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-11-05,230.0,HOT,True,,5.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 230.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Global Ores & Alloys Industries Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB (INC)(Downgraded),2025-11-07,228.0,HOT,True,Infomerics,Rs. 25.00 Cr. | Rs. 40.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 228.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Posco-Poggenamp Electrical Steel Private Limited,Infomerics,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-11-07,228.0,HOT,True,Infomerics,Rs. 20.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 228.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Abha Power & Steel Ltd.,ACUITE,Term loans,B-,2025-11-10,225.0,HOT,True,,2.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE has been INC for 225.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
M S R Iron & Steel Inds. India Pvt. Ltd.,CARE,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument,A 4,2025-11-10,225.0,HOT,True,,5.00 | 10.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 225.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Arya Steels Rolling (India) Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-11-10,225.0,HOT,True,Infomerics,Rs. 18.00 Cr. | Rs. 2.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 225.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Gangajamuna Steel Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-11-12,223.0,HOT,True,,2.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 223.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Premier Alloys Ltd.,CRISIL,Bank Guarantee | Letter Of credit | Long term Loans,A 4,2025-11-12,223.0,HOT,True,,1.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 223.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Leading Metals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-11-13,222.0,HOT,True,,2.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 222.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Nyka Steels Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-11-13,222.0,HOT,True,,20.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 222.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Aqua Alloys Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-11-14,221.0,HOT,True,,6.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 221.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Hindusthan Calcined Metals Pvt. Ltd.,BRICKWORK | ICRA,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument,A 4,2026-01-19,221.0,HOT,True,,2.00 | 0.25,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | ICRA has been INC for 221.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Aman Rolling Mills Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-11-14,221.0,HOT,True,Infomerics,Rs. 25.00 Cr. (includes proposed limit of Rs. 1.00 Crore),Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 221.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Karbonsteel Engineering Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-11-14,221.0,HOT,True,Infomerics,Rs. 27.50 Cr. | Rs. 48.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 221.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Bindra Steel Private Limited,Infomerics,Long Term Facilities | Short Term Facilities,IVR BB+ (INC)(Downgraded),2025-11-17,218.0,HOT,True,Infomerics,Rs. 190.00 Cr. | Rs. 20.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 218.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Eagle Steel Industries Private Limited,Infomerics,Long Term Facilities,IVR C (INC)(Downgraded),2025-11-17,218.0,HOT,True,Infomerics,Rs. 12.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 218.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Baldeo Metals Pvt. Ltd.,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,D,2025-11-18,217.0,HOT,True,,4.00 | 2.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 217.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Nilachal Carbo Metalicks Ltd.,CARE | CRISIL,Letter Of credit | Term loans,A 4+,2026-02-26,217.0,HOT,True,,8.75 | 5.43,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | CRISIL has been INC for 217.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Bhagatjee Steels Pvt. Ltd.,CARE,Letter Of credit,D,2025-11-19,216.0,HOT,True,,0.57,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 216.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Dhariwal Steel Pvt. Ltd.,CARE,Bank Guarantee | Letter Of credit | Term loans,A 4,2025-11-20,215.0,HOT,True,,4.00 | 1.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 215.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Tehri Iron & Steel Casting Pvt. Ltd.,BRICKWORK | CRISIL,Bank Guarantee | Letter Of credit | Long term Loans,A 4+,2026-01-29,215.0,HOT,True,,4.50 | 3.50,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CRISIL has been INC for 215.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Marvelous Metals Pvt. Ltd.,CARE,Bank Guarantee | Non-government debt | Term loans,D,2025-11-21,214.0,HOT,True,,1.00 | 3.53,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 214.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Metal Care Alloys Pvt. Ltd.,BRICKWORK | IND-RA,Bank Guarantee | Letter Of credit | Non-government debt,B/A4,2026-04-01,211.0,HOT,True,,10.00 | 0.56,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | IND-RA has been INC for 211.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Omkamal Steel Pvt. Ltd.,CARE,Term loans,B-,2025-11-24,211.0,HOT,True,,0.72,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 211.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Pami Metals Pvt. Ltd.,IND-RA,Non-government debt,D,2025-11-24,211.0,HOT,True,,37.30,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at IND-RA has been INC for 211.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Rajshri Iron Inds. Pvt. Ltd.,CRISIL,Bank Guarantee | Non-fund-based financial facility/instrument,A 4+,2026-02-06,209.0,HOT,True,,0.60 | 0.12,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 209.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Rosha Alloys Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,B+,2025-11-26,209.0,HOT,True,,1.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ICRA has been INC for 209.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Shreesatya Metals & Alloys Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-11-26,209.0,HOT,True,Infomerics,Rs. 26.52 Cr. | Rs. 0.45 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 209.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Shreesatya Steel & Power Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-11-26,209.0,HOT,True,Infomerics,Rs. 23.56 Cr. | Rs. 10.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 209.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Airan Steel & Power Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,B+,2025-11-27,208.0,HOT,True,,0.50,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ICRA has been INC for 208.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Ferromet Steels Pvt. Ltd.,ACUITE | ICRA,Long term Loans | Non-fund-based financial facility/instrument | Short-term loan,D,2026-04-13,208.0,HOT,True,,0.50 | 4.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE | ICRA has been INC for 208.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
